"","data.list.id","title","date.created","url","country"
"172","598086","FLAT Intern Iraq",2013-08-26,"http://reliefweb.int/node/598086","Iraq"
"173","597439","Wash Coordinator",2013-08-22,"http://reliefweb.int/node/597439","Iraq"
"174","597054","Consultant for Lessons Learned collection, analysis and documentation - Iraq - Kurdistan Region",2013-08-21,"http://reliefweb.int/node/597054","Iraq"
"175","596800","Program Support Manager - Iraq Country Office",2013-08-20,"http://reliefweb.int/node/596800","Iraq"
"176","596478","Physiotherapy Trainer - Kurdistan Region, Iraq",2013-08-19,"http://reliefweb.int/node/596478","Iraq"
"177","596475","Prosthetics-Orthotics Trainer - Kurdistan Region, Iraq",2013-08-19,"http://reliefweb.int/node/596475","Iraq"
"178","596275","Welding Training Program Development Consultant",2013-08-16,"http://reliefweb.int/node/596275","Iraq"
"179","595926","M&E Specialist",2013-08-15,"http://reliefweb.int/node/595926","Iraq"
"180","595663","Child Protection Technical Specialist",2013-08-14,"http://reliefweb.int/node/595663","Iraq"
"181","595634","Health Coordinator",2013-08-14,"http://reliefweb.int/node/595634","Iraq"
"182","595207","Program Manager - Iraq",2013-08-13,"http://reliefweb.int/node/595207","Iraq"
"183","594845","Communications Advisor, Administrative Reform Project",2013-08-12,"http://reliefweb.int/node/594845","Iraq"
"184","594256","Finance and Administration Manager (FAM) Iraq",2013-08-07,"http://reliefweb.int/node/594256","Iraq"
"185","593920","Child Protection Consultant (Assessment)",2013-08-06,"http://reliefweb.int/node/593920","Iraq"
"186","593722","Women's Protection and Empowerment Senior Manager",2013-08-05,"http://reliefweb.int/node/593722","Iraq"
"187","593592","Technical Advisor - Advocacy - Iraq (218701-927)",2013-08-05,"http://reliefweb.int/node/593592","Iraq"
"188","593313","Women’s Protection and Empowerment Coordinator",2013-08-02,"http://reliefweb.int/node/593313","Iraq"
"189","592129","Area Coordinator Iraq",2013-07-29,"http://reliefweb.int/node/592129","Iraq"
"190","591881","Assessment Team Leader",2013-07-26,"http://reliefweb.int/node/591881","Iraq"
"191","591880","Marketing Specialist",2013-07-26,"http://reliefweb.int/node/591880","Iraq"
"192","591034","Senior Protection Coordinator",2013-07-23,"http://reliefweb.int/node/591034","Iraq"
"193","589658","Finance and Grants Manager",2013-07-17,"http://reliefweb.int/node/589658","Iraq"
"194","589657","Emergency Logistics Coordinator",2013-07-17,"http://reliefweb.int/node/589657","Iraq"
"195","589656","Emergency Education Manager",2013-07-17,"http://reliefweb.int/node/589656","Iraq"
"196","589655","Emergency Child Protection Manager",2013-07-17,"http://reliefweb.int/node/589655","Iraq"
"197","589379","Response Team Leader",2013-07-16,"http://reliefweb.int/node/589379","Iraq"
"198","587451","Child Protection Technical Specialist",2013-07-06,"http://reliefweb.int/node/587451","Iraq"
"199","587446","Smart Meter Training Specialist, Iraq",2013-07-05,"http://reliefweb.int/node/587446","Iraq"
"200","587442","Construction Training Specialist, Iraq",2013-07-05,"http://reliefweb.int/node/587442","Iraq"
"201","586954","Volunteer- Program Reporting- Iraq  13-068",2013-07-04,"http://reliefweb.int/node/586954","Iraq"
"202","586707","WASHE Programme Manager",2013-07-03,"http://reliefweb.int/node/586707","Iraq"
"203","586452","Administrator - Baghdad",2013-07-02,"http://reliefweb.int/node/586452","Iraq"
"204","586503","Information Manager",2013-07-02,"http://reliefweb.int/node/586503","Iraq"
"205","586507","Website Administrator",2013-07-02,"http://reliefweb.int/node/586507","Iraq"
"206","586451","Technical Field Manager - Mine Detection Dogs",2013-07-02,"http://reliefweb.int/node/586451","Iraq"
"207","584595","Curriculum Development Specialist",2013-06-24,"http://reliefweb.int/node/584595","Iraq"
"208","584513","Curriculum Authoring Specialist",2013-06-21,"http://reliefweb.int/node/584513","Iraq"
"209","584505","Local Consultant (Curriculum Development)",2013-06-21,"http://reliefweb.int/node/584505","Iraq"
"210","584509","Instructional Designer (Curriculum Development)",2013-06-21,"http://reliefweb.int/node/584509","Iraq"
"211","584484","Labor and Workforce Development Specialist, Iraq",2013-06-21,"http://reliefweb.int/node/584484","Iraq"
"212","584149","Consultant on Inclusive Development and Post-Conflict Recovery",2013-06-20,"http://reliefweb.int/node/584149","Iraq"
"213","583725","Head of mission - Iraq - Handicap International",2013-06-19,"http://reliefweb.int/node/583725","Iraq"
"214","583057","Volunteer- Program Reporting- Iraq 13-068",2013-06-14,"http://reliefweb.int/node/583057","Iraq"
"215","582721","Project Management Team Leader, Administrative Reform Project, Iraq",2013-06-13,"http://reliefweb.int/node/582721","Iraq"
"216","582659","Country Finance Manager Iraq",2013-06-13,"http://reliefweb.int/node/582659","Iraq"
"217","582657","Country Logistics Manager Iraq",2013-06-13,"http://reliefweb.int/node/582657","Iraq"
"218","582490","Internal Audit Consultant",2013-06-12,"http://reliefweb.int/node/582490","Iraq"
"219","582457","Technical Advisor I, Special Industries Brokering Employment",2013-06-12,"http://reliefweb.int/node/582457","Iraq"
"220","582447","Chief of Party (Project Director III)",2013-06-12,"http://reliefweb.int/node/582447","Iraq"
"221","581742","Vocational Training Programme Specialist",2013-06-10,"http://reliefweb.int/node/581742","Iraq"
"222","581329","MSF-SPAIN IS LOOKING FOR AN OBSTETRICIAN-GYNECOLOGIST BASED IN NAJAF/IRAQ",2013-06-06,"http://reliefweb.int/node/581329","Iraq"
"223","581090","Consultancy - Iraq",2013-06-06,"http://reliefweb.int/node/581090","Iraq"
"224","581087","External Relations National Consultants",2013-06-06,"http://reliefweb.int/node/581087","Iraq"
"225","580889","Deputy Chief of Party (Iraq)",2013-06-05,"http://reliefweb.int/node/580889","Iraq"
"226","579982","Short Term Partnership and NGO Capacity Building Consultant: Protection, CYPD & WPE",2013-05-31,"http://reliefweb.int/node/579982","Iraq"
"227","579851","OT NURSE",2013-05-31,"http://reliefweb.int/node/579851","Iraq"
"228","579830","PROJECT COORDINATOR",2013-05-31,"http://reliefweb.int/node/579830","Iraq"
"229","579224","Livelihoods Technical Specialist",2013-05-29,"http://reliefweb.int/node/579224","Iraq"
"230","579061","International Operations Manager ICS-10 (equivalent to P-3)",2013-05-28,"http://reliefweb.int/node/579061","Iraq"
"231","578406","Community Liaison Manager - Iraq",2013-05-24,"http://reliefweb.int/node/578406","Iraq"
"232","577557","Life Skills & Sponsorship Manager",2013-05-21,"http://reliefweb.int/node/577557","Iraq"
"233","575707","Biological Safety and Security Specialists, Iraq",2013-05-13,"http://reliefweb.int/node/575707","Iraq"
